loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr,epoch
5.440572738647461,0.00525802792981267,5.299526691436768,0.0046662273816764355,0.0010000000474974513,1
5.39206075668335,0.005963373463600874,5.299797534942627,0.004830917809158564,0.0010000000474974513,2
5.3743367195129395,0.006040320266038179,5.300825595855713,0.004117259755730629,0.0010000000474974513,3
5.35200309753418,0.006309633608907461,5.301517009735107,0.004556433763355017,0.0010000000474974513,4
5.338042736053467,0.006283984985202551,5.301299095153809,0.004611330572515726,0.0010000000474974513,5
5.3241472244262695,0.00696368096396327,5.300772190093994,0.006038647145032883,0.0010000000474974513,6
5.31370210647583,0.007207345683127642,5.301179885864258,0.004611330572515726,0.0010000000474974513,7
5.3044915199279785,0.007810095325112343,5.301311016082764,0.005215195473283529,0.0010000000474974513,8
5.30121374130249,0.00815635547041893,5.301562786102295,0.004556433763355017,0.0010000000474974513,9
5.293902397155762,0.008566738106310368,5.299611568450928,0.005654369946569204,0.0010000000474974513,10
5.288978099822998,0.007861393503844738,5.296975135803223,0.0058190603740513325,0.0010000000474974513,11
5.282894134521484,0.008361547254025936,5.2894062995910645,0.007081686519086361,0.0010000000474974513,12
5.281397342681885,0.00822047796100378,5.2850422859191895,0.00625823438167572,0.0010000000474974513,13
5.27985143661499,0.008669334463775158,5.278213977813721,0.006697408854961395,0.0010000000474974513,14
5.273831844329834,0.008900174871087074,5.282962799072266,0.007081686519086361,0.0010000000474974513,15
5.2716264724731445,0.009310557506978512,5.294441223144531,0.0058190603740513325,0.0010000000474974513,16
5.268428325653076,0.009541396982967854,5.2972540855407715,0.007465964183211327,0.0010000000474974513,17
5.265711784362793,0.009323381818830967,5.306542873382568,0.0073012737557291985,0.0010000000474974513,18
5.255462646484375,0.010759720578789711,5.326553821563721,0.00845410581678152,0.0010000000474974513,19
5.243302345275879,0.011580485850572586,5.339897632598877,0.0070267897099256516,0.0010000000474974513,20
5.234745979309082,0.0123114800080657,5.390310764312744,0.006752305664122105,0.0010000000474974513,21
5.229146480560303,0.012850107625126839,5.421214580535889,0.008179622702300549,0.0010000000474974513,22
5.215603828430176,0.01374781969934702,5.37387228012085,0.007356170564889908,0.0010000000474974513,23
5.20667839050293,0.014222324825823307,5.387600421905518,0.009222661145031452,0.0010000000474974513,24
5.201971530914307,0.014940494671463966,5.399325370788574,0.007465964183211327,0.0010000000474974513,25
5.192896366119385,0.014978967607021332,5.3969011306762695,0.007740447763353586,0.0010000000474974513,26
5.183629989624023,0.016376834362745285,5.371155738830566,0.009771629236638546,0.0010000000474974513,27
5.176611423492432,0.015171335078775883,5.327033519744873,0.008783486671745777,0.0010000000474974513,28
5.171762943267822,0.01618446782231331,5.363583564758301,0.010485287755727768,0.0010000000474974513,29
5.16121244430542,0.016684621572494507,5.421600341796875,0.006862099282443523,0.0010000000474974513,30
