loss,categorical_accuracy,val_loss,val_categorical_accuracy,lr,epoch
2.1429097652435303,0.4631069302558899,2.842097759246826,0.36363181471824646,0.009999999776482582,201
2.1159682273864746,0.4695274829864502,3.2492973804473877,0.3102964758872986,0.009999999776482582,202
2.0952751636505127,0.47184741497039795,2.7616851329803467,0.3762519955635071,0.009999999776482582,203
2.0837929248809814,0.4752834141254425,3.213118314743042,0.31845954060554504,0.009999999776482582,204
2.0653367042541504,0.47809240221977234,2.8183043003082275,0.3648337423801422,0.009999999776482582,205
2.0586097240448,0.4796975255012512,3.016414165496826,0.3443509638309479,0.009999999776482582,206
2.051521062850952,0.47937148809432983,3.076568841934204,0.34425079822540283,0.009999999776482582,207
2.0339202880859375,0.48641905188560486,3.188739538192749,0.3192107379436493,0.009999999776482582,208
2.0270981788635254,0.4868454039096832,2.7178616523742676,0.38471555709838867,0.009999999776482582,209
2.0169079303741455,0.4877357482910156,3.3358490467071533,0.2934194803237915,0.009999999776482582,210
2.0034356117248535,0.4919241666793823,2.832327127456665,0.36488381028175354,0.009999999776482582,211
1.9934219121932983,0.49326595664024353,3.12507963180542,0.3313802182674408,0.009999999776482582,212
1.975155234336853,0.49897170066833496,2.8548080921173096,0.36017629504203796,0.009999999776482582,213
1.9650641679763794,0.499335378408432,3.6960272789001465,0.27398839592933655,0.009999999776482582,214
1.949942708015442,0.504125714302063,3.1529078483581543,0.32622194290161133,0.009999999776482582,215
1.9504836797714233,0.5022196173667908,2.9738152027130127,0.3511618673801422,0.009999999776482582,216
1.9398144483566284,0.5036616921424866,2.7476511001586914,0.3811097741127014,0.009999999776482582,217
1.9313246011734009,0.5082388520240784,2.878711462020874,0.3742988705635071,0.009999999776482582,218
1.910234808921814,0.5130292177200317,2.653158187866211,0.39272835850715637,0.009999999776482582,219
1.9027860164642334,0.5120886564254761,2.7554337978363037,0.38511618971824646,0.009999999776482582,220
